"unique_id","indicator_id","name","measure","measure_info","geo_type_name","geo_join_id","geo_place_name","time_period","start_date","data_value","message"
"154478","645","Annual vehicle miles traveled (trucks)","Million miles","per square mile","CD","313","Coney Island (CD13)","2005","2005-01-01T00:00:00.000","1.1",
"131339","661","Asthma hospitalizations due to Ozone","Estimated annual rate (age 18+)","per 100,000 adults","UHF42","307","Gramercy Park - Murray Hill","2005-2007","2005-01-01T00:00:00.000","3.2",
"154569","643","Annual vehicle miles traveled","Million miles","per square mile","CD","110","Central Harlem (CD10)","2005","2005-01-01T00:00:00.000","64.5",
"130703","646","Outdoor Air Toxics - Benzene","Annual average concentration","Âµg/m3","UHF42","301","Washington Heights","2005","2005-01-01T00:00:00.000","4.1",
"130817","648","Asthma emergency department visits due to PM2.5","Estimated annual rate (under age 18)","per 100,000 children","UHF42","403","Flushing - Clearview","2005-2007","2005-01-01T00:00:00.000","48.7",
"130690","646","Outdoor Air Toxics - Benzene","Annual average concentration","Âµg/m3","UHF42","106","High Bridge - Morrisania","2005","2005-01-01T00:00:00.000","3.0",
"131220","657","Asthma emergency department visits due to PM2.5","Estimated annual rate (age 18+)","per 100,000 adults","UHF42","102","Northeast Bronx","2005-2007","2005-01-01T00:00:00.000","69.4",
"130712","646","Outdoor Air Toxics - Benzene","Annual average concentration","Âµg/m3","UHF42","310","Lower Manhattan","2005","2005-01-01T00:00:00.000","6.3",
"154539","644","Annual vehicle miles traveled (cars)","Million miles","per square mile","CD","315","Sheepshead Bay (CD15)","2005","2005-01-01T00:00:00.000","40.2",
"151669","643","Annual vehicle miles traveled","Million miles","per square mile","Borough","4","Queens","2005","2005-01-01T00:00:00.000","47.7",
"154537","644","Annual vehicle miles traveled (cars)","Million miles","per square mile","CD","313","Coney Island (CD13)","2005","2005-01-01T00:00:00.000","30.5",
"151765","645","Annual vehicle miles traveled (trucks)","Million miles","per square mile","Borough","4","Queens","2005","2005-01-01T00:00:00.000","2.2",
